Order_Number,State_Code,Order_Date,Status,Product,Category,Brand,Quantity,Total_Cost,Total_Sales,Supervisor,Profit,Profit_Margin_Pct,Order_Year,Order_Month,Is_Delivered
141639,MH,2021-04-03,Processing,Wireless Mouse,Mouse,Samsung,2,1200,1560,Aarvi Gupta,360,23.08,2021,4,0
141640,MH,2021-04-03,Delivered,21 LCD Display,Monitor,Dell,4,42000,54600,Vijay Singh,12600,23.08,2021,4,1
141641,MH,2021-04-03,Shipped,68 TB HDD,HDD,Western Digital,2,13000,16900,Aadil Khan,3900,23.08,2021,4,0
141642,MH,2021-04-03,Order,323 GB SSD,SSD,Samsung,3,13500,17550,Advika Joshi,4050,23.08,2021,4,0
141643,MH,2021-04-03,Processing,Intel i3 11th gen.,CPU,Intel,3,25500,33150,Ajay Sharma,7650,23.08,2021,4,0
141644,MH,2021-04-03,Delivered,4GB Graphic card,Graphic Card,Nvidia,4,50000,65000,Roshan Kumar,15000,23.08,2021,4,1
141645,MH,2021-04-03,Shipped,75 GB DDR4 RAM,Cabinet,Hynix,1,3500,4550,Aarvi Gupta,1050,23.08,2021,4,0
141646,MH,2021-04-03,Order,BTX motherboard,Mouse,Gigabyte,1,4500,5850,Vijay Singh,1350,23.08,2021,4,0
141647,MH,2021-04-03,Processing,70 Fans Cabinet,Cabinet,Asus,4,8400,10920,Aadil Khan,2520,23.08,2021,4,0
141648,MH,2021-04-03,Delivered,Wireless Keyboard,Keyboard,Dell,1,1150,1495,Advika Joshi,345,23.08,2021,4,1
141649,MH,2021-04-03,Shipped,USB Mouse,Mouse,Samsung,4,1400,1820,Ajay Sharma,420,23.08,2021,4,0
141650,MH,2021-04-03,Order,19 LED Display,Monitor,Dell,1,9500,12350,Roshan Kumar,2850,23.08,2021,4,0
141651,MH,2021-04-03,Processing,69 TB HDD,HDD,Western Digital,3,30000,39000,Aarvi Gupta,9000,23.08,2021,4,0
141652,MH,2021-04-03,Delivered,579 GB M.2,SSD,Samsung,3,19500,25350,Vijay Singh,5850,23.08,2021,4,1
141653,MH,2021-04-03,Shipped,RYZEN 3rd gen. 3567,CPU,Intel,2,17000,22100,Aadil Khan,5100,23.08,2021,4,0
141654,MH,2021-04-03,Order,2GB Graphic Card,Graphic Card,Nvidia,1,7000,9100,Advika Joshi,2100,23.08,2021,4,0
141655,MH,2021-04-03,Processing,83 GB DDR4 RAM,Cabinet,Hynix,3,19650,25545,Ajay Sharma,5895,23.08,2021,4,0
141656,MH,2021-04-03,Delivered,Standard ATX motherboard,Mouse,Gigabyte,1,7650,9945,Roshan Kumar,2295,23.08,2021,4,1
141657,MH,2021-04-03,Shipped,Compact with 1 Fan,Cabinet,Asus,4,4600,5980,Aarvi Gupta,1380,23.08,2021,4,0
141658,MH,2021-04-03,Order,USB Backlight Keyboard,Keyboard,Dell,1,850,1105,Vijay Singh,255,23.08,2021,4,0
141659,MH,2021-04-03,Processing,Ergonomic Mouse,Mouse,Samsung,3,1950,2535,Aadil Khan,585,23.08,2021,4,0
141660,MH,2021-04-03,Delivered,15 LCD Display,Monitor,Dell,2,15000,19500,Advika Joshi,4500,23.08,2021,4,1
141661,MH,2021-04-03,Shipped,69 TB HDD,HDD,Seagate,2,20000,26000,Ajay Sharma,6000,23.08,2021,4,0
141662,MH,2021-04-03,Order,68 TB SSD,SSD,Samsung,1,10500,13650,Roshan Kumar,3150,23.08,2021,4,0
141663,MH,2021-04-03,Processing,Intel i5 12th gen.,CPU,Intel,2,17000,22100,Aarvi Gupta,5100,23.08,2021,4,0
141664,MH,2021-04-03,Delivered,2GB Graphic Card,Graphic Card,Nvidia,3,21000,27300,Vijay Singh,6300,23.08,2021,4,1
141665,MH,2021-04-03,Shipped,71 GB DDR4 Ram,Cabinet,Hynix,3,5040,6552,Aadil Khan,1512,23.08,2021,4,0
141666,MH,2021-04-03,Order,Micro ATX motherboard,Mouse,MSI,1,6540,8502,Advika Joshi,1962,23.08,2021,4,0
141667,MH,2021-04-03,Processing,Gaming Box Cabinet,Cabinet,Asus,2,5360,6968,Ajay Sharma,1608,23.08,2021,4,0
141668,MH,2021-04-03,Delivered,17 LCD Display,Monitor,Samsung,1,8250,10725,Roshan Kumar,2475,23.08,2021,4,1
141669,MH,2021-04-03,Shipped,75 GB DDR4 RAM,RAM,Samsung,3,7950,10335,Aarvi Gupta,2385,23.08,2021,4,0
141670,MH,2021-04-03,Order,26 LCD Display,Monitor,Acer,4,50200,65260,Vijay Singh,15060,23.08,2021,4,0
141671,MH,2021-04-03,Processing,I7 - intel 12th Generation,CPU,Intel,2,29000,37700,Aadil Khan,8700,23.08,2021,4,0
141672,MH,2021-04-03,Delivered,USB Keyboard,Keyboard,Dell,4,3200,4160,Advika Joshi,960,23.08,2021,4,1
141673,MH,2021-04-03,Shipped,Wireless Mouse,Mouse,Samsung,2,1200,1560,Ajay Sharma,360,23.08,2021,4,0
141674,MH,2021-04-03,Order,21 LCD Display,Monitor,Dell,1,10500,13650,Roshan Kumar,3150,23.08,2021,4,0
141675,MH,2021-04-03,Processing,69 TB HDD,HDD,Western Digital,2,13000,16900,Aarvi Gupta,3900,23.08,2021,4,0
141676,MH,2021-04-03,Delivered,324 GB SSD,SSD,Samsung,1,4500,5850,Vijay Singh,1350,23.08,2021,4,1
141677,MH,2021-04-03,Shipped,Intel i3 11th gen.,CPU,Intel,4,34000,44200,Aadil Khan,10200,23.08,2021,4,0
141678,MH,2021-04-03,Order,4GB Graphic card,Graphic Card,Nvidia,1,12500,16250,Advika Joshi,3750,23.08,2021,4,0
141679,MH,2021-04-03,Processing,76 GB DDR4 RAM,NIC,Hynix,4,14000,18200,Ajay Sharma,4200,23.08,2021,4,0
141680,MH,2021-04-03,Delivered,BTX motherboard,Printer,Gigabyte,3,13500,17550,Roshan Kumar,4050,23.08,2021,4,1
141681,MH,2021-04-03,Shipped,71 Fans Cabinet,Cabinet,Asus,3,6300,8190,Aarvi Gupta,1890,23.08,2021,4,0
141682,MH,2021-04-03,Order,Wireless Keyboard,Keyboard,Dell,4,4600,5980,Vijay Singh,1380,23.08,2021,4,0
141683,MH,2021-04-03,Processing,USB Mouse,Mouse,Samsung,2,700,910,Aadil Khan,210,23.08,2021,4,0
141684,MH,2021-04-03,Delivered,19 LED Display,Monitor,Dell,2,19000,24700,Advika Joshi,5700,23.08,2021,4,1
141685,MH,2021-04-03,Shipped,70 TB HDD,HDD,Western Digital,1,10000,13000,Ajay Sharma,3000,23.08,2021,4,0
141686,MH,2021-04-03,Order,580 GB M.2,SSD,Samsung,1,6500,8450,Roshan Kumar,1950,23.08,2021,4,0
141687,MH,2021-04-03,Processing,RYZEN 3rd gen. 3568,CPU,Intel,2,17000,22100,Aarvi Gupta,5100,23.08,2021,4,0
141688,MH,2021-04-03,Delivered,2GB Graphic Card,Graphic Card,Nvidia,4,28000,36400,Vijay Singh,8400,23.08,2021,4,1
141689,MH,2021-04-03,Shipped,84 GB DDR4 RAM,NIC,Hynix,3,19650,25545,Aadil Khan,5895,23.08,2021,4,0
141690,MH,2021-04-03,Order,Standard ATX motherboard,Printer,Gigabyte,3,22950,29835,Advika Joshi,6885,23.08,2021,4,0
141691,MH,2021-04-03,Processing,Compact with 1 Fan,Cabinet,Asus,4,4600,5980,Ajay Sharma,1380,23.08,2021,4,0
141692,MH,2021-04-03,Delivered,USB Backlight Keyboard,Keyboard,Dell,1,850,1105,Roshan Kumar,255,23.08,2021,4,1
141693,MH,2021-04-03,Shipped,Ergonomic Mouse,Mouse,Samsung,1,650,845,Aarvi Gupta,195,23.08,2021,4,0
141694,MH,2021-04-03,Order,15 LCD Display,Monitor,Dell,4,30000,39000,Vijay Singh,9000,23.08,2021,4,0
141695,MH,2021-04-03,Processing,70 TB HDD,HDD,Seagate,2,20000,26000,Aadil Khan,6000,23.08,2021,4,0
141696,MH,2021-04-03,Delivered,69 TB SSD,SSD,Samsung,3,31500,40950,Advika Joshi,9450,23.08,2021,4,1
141697,MH,2021-04-03,Shipped,Intel i5 12th gen.,CPU,Intel,2,17000,22100,Ajay Sharma,5100,23.08,2021,4,0
141698,MH,2021-04-03,Order,2GB Graphic Card,Graphic Card,Nvidia,1,7000,9100,Roshan Kumar,2100,23.08,2021,4,0
141699,MH,2021-04-03,Processing,72 GB DDR4 Ram,NIC,Hynix,4,6720,8736,Aarvi Gupta,2016,23.08,2021,4,0
141700,MH,2021-04-03,Delivered,Micro ATX motherboard,Printer,MSI,1,6540,8502,Vijay Singh,1962,23.08,2021,4,1
141701,MH,2021-04-03,Shipped,Gaming Box Cabinet,Cabinet,Asus,4,10720,13936,Aadil Khan,3216,23.08,2021,4,0
141702,MH,2021-04-03,Order,17 LCD Display,Monitor,Samsung,4,33000,42900,Advika Joshi,9900,23.08,2021,4,0
141703,MH,2021-04-03,Processing,76 GB DDR4 RAM,RAM,Samsung,1,2650,3445,Ajay Sharma,795,23.08,2021,4,0
141704,MH,2021-04-03,Delivered,26 LCD Display,Monitor,Acer,3,37650,48945,Roshan Kumar,11295,23.08,2021,4,1
141705,MH,2021-04-03,Shipped,I7 - intel 12th Generation,CPU,Intel,1,14500,18850,Aarvi Gupta,4350,23.08,2021,4,0
141706,MH,2021-04-03,Order,USB Keyboard,Keyboard,Dell,4,3200,4160,Vijay Singh,960,23.08,2021,4,0
141707,MH,2021-04-03,Processing,Wireless Mouse,Mouse,Samsung,2,1200,1560,Aadil Khan,360,23.08,2021,4,0
141708,MH,2021-04-03,Delivered,21 LCD Display,Monitor,Dell,1,10500,13650,Advika Joshi,3150,23.08,2021,4,1
141709,MH,2021-04-03,Shipped,70 TB HDD,HDD,Western Digital,2,13000,16900,Ajay Sharma,3900,23.08,2021,4,0
141710,MH,2021-04-03,Order,325 GB SSD,SSD,Samsung,3,13500,17550,Roshan Kumar,4050,23.08,2021,4,0
141711,MH,2021-04-03,Processing,Intel i3 11th gen.,CPU,Intel,4,34000,44200,Aarvi Gupta,10200,23.08,2021,4,0
141712,MH,2021-04-03,Delivered,4GB Graphic card,Graphic Card,Nvidia,4,50000,65000,Vijay Singh,15000,23.08,2021,4,1
141713,MH,2021-04-03,Shipped,77 GB DDR4 RAM,RAM,Hynix,4,14000,18200,Aadil Khan,4200,23.08,2021,4,0
141714,MH,2021-04-03,Order,BTX motherboard,MotherBoard,Gigabyte,2,9000,11700,Advika Joshi,2700,23.08,2021,4,0
141715,MH,2021-04-03,Processing,72 Fans Cabinet,Cabinet,Asus,3,6300,8190,Ajay Sharma,1890,23.08,2021,4,0
141716,MH,2021-04-03,Delivered,Wireless Keyboard,Keyboard,Dell,2,2300,2990,Roshan Kumar,690,23.08,2021,4,1
141717,MH,2021-04-03,Shipped,USB Mouse,Mouse,Samsung,1,350,455,Aarvi Gupta,105,23.08,2021,4,0
141718,MH,2021-04-03,Order,19 LED Display,Monitor,Dell,4,38000,49400,Vijay Singh,11400,23.08,2021,4,0
141719,MH,2021-04-03,Processing,71 TB HDD,HDD,Western Digital,2,20000,26000,Aadil Khan,6000,23.08,2021,4,0
141720,MH,2021-04-03,Delivered,581 GB M.2,SSD,Samsung,2,13000,16900,Advika Joshi,3900,23.08,2021,4,1
141721,MH,2021-04-03,Shipped,RYZEN 3rd gen. 3569,CPU,Intel,2,17000,22100,Ajay Sharma,5100,23.08,2021,4,0
141722,MH,2021-04-03,Order,2GB Graphic Card,Graphic Card,Nvidia,2,14000,18200,Roshan Kumar,4200,23.08,2021,4,0
141723,MH,2021-04-03,Processing,85 GB DDR4 RAM,RAM,Hynix,1,6550,8515,Aarvi Gupta,1965,23.08,2021,4,0
141724,MH,2021-04-03,Delivered,Standard ATX motherboard,MotherBoard,Gigabyte,1,7650,9945,Vijay Singh,2295,23.08,2021,4,1
141725,MH,2021-04-03,Shipped,Compact with 1 Fan,Cabinet,Asus,3,3450,4485,Aadil Khan,1035,23.08,2021,4,0
141726,MH,2021-04-03,Order,USB Backlight Keyboard,Keyboard,Dell,1,850,1105,Advika Joshi,255,23.08,2021,4,0
141727,MH,2021-04-03,Processing,Ergonomic Mouse,Mouse,Samsung,2,1300,1690,Ajay Sharma,390,23.08,2021,4,0
141728,MH,2021-04-03,Delivered,15 LCD Display,Monitor,Dell,1,7500,9750,Roshan Kumar,2250,23.08,2021,4,1
141729,MH,2021-04-03,Shipped,71 TB HDD,HDD,Seagate,1,10000,13000,Aarvi Gupta,3000,23.08,2021,4,0
141730,MH,2021-04-03,Order,70 TB SSD,SSD,Samsung,1,10500,13650,Vijay Singh,3150,23.08,2021,4,0
141731,MH,2021-04-03,Processing,Intel i5 12th gen.,CPU,Intel,1,8500,11050,Aadil Khan,2550,23.08,2021,4,0
141732,MH,2021-04-03,Delivered,2GB Graphic Card,Graphic Card,Nvidia,3,21000,27300,Advika Joshi,6300,23.08,2021,4,1
141733,MH,2021-04-03,Shipped,73 GB DDR4 Ram,RAM,Hynix,3,5040,6552,Ajay Sharma,1512,23.08,2021,4,0
141734,MH,2021-04-03,Order,Micro ATX motherboard,MotherBoard,MSI,3,19620,25506,Roshan Kumar,5886,23.08,2021,4,0
141735,MH,2021-04-03,Processing,Gaming Box Cabinet,Cabinet,Asus,3,8040,10452,Aarvi Gupta,2412,23.08,2021,4,0
141736,MH,2021-04-03,Delivered,17 LCD Display,Monitor,Samsung,2,16500,21450,Vijay Singh,4950,23.08,2021,4,1
141737,MH,2021-04-03,Shipped,77 GB DDR4 RAM,RAM,Samsung,4,10600,13780,Aadil Khan,3180,23.08,2021,4,0
141738,MH,2021-04-03,Order,26 LCD Display,Monitor,Acer,1,12550,16315,Advika Joshi,3765,23.08,2021,4,0
141739,MH,2021-04-03,Processing,I7 - intel 12th Generation,CPU,Intel,3,43500,56550,Ajay Sharma,13050,23.08,2021,4,0
141740,MH,2021-04-03,Delivered,USB Keyboard,Keyboard,Dell,4,3200,4160,Roshan Kumar,960,23.08,2021,4,1
141741,MH,2021-04-03,Shipped,Wireless Mouse,Mouse,Samsung,2,1200,1560,Aarvi Gupta,360,23.08,2021,4,0
141742,MH,2021-04-03,Order,21 LCD Display,Monitor,Dell,2,21000,27300,Vijay Singh,6300,23.08,2021,4,0
141743,MH,2021-04-03,Processing,71 TB HDD,HDD,Western Digital,2,13000,16900,Aadil Khan,3900,23.08,2021,4,0
141744,MH,2021-04-03,Delivered,326 GB SSD,SSD,Samsung,4,18000,23400,Advika Joshi,5400,23.08,2021,4,1
141745,MH,2021-04-03,Shipped,Intel i3 11th gen.,CPU,Intel,3,25500,33150,Ajay Sharma,7650,23.08,2021,4,0
141746,MH,2021-04-03,Order,4GB Graphic card,Graphic Card,Nvidia,2,25000,32500,Roshan Kumar,7500,23.08,2021,4,0
141747,MH,2021-04-03,Processing,78 GB DDR4 RAM,Cabinet,Hynix,2,7000,9100,Aarvi Gupta,2100,23.08,2021,4,0
141748,MH,2021-04-03,Delivered,BTX motherboard,Mouse,Gigabyte,4,18000,23400,Vijay Singh,5400,23.08,2021,4,1
141749,MH,2021-04-03,Shipped,73 Fans Cabinet,Cabinet,Asus,1,2100,2730,Aadil Khan,630,23.08,2021,4,0
141750,MH,2021-04-03,Order,Wireless Keyboard,Keyboard,Dell,2,2300,2990,Advika Joshi,690,23.08,2021,4,0
141751,MH,2021-04-03,Processing,USB Mouse,Mouse,Samsung,2,700,910,Ajay Sharma,210,23.08,2021,4,0
141752,MH,2021-04-03,Delivered,19 LED Display,Monitor,Dell,2,19000,24700,Roshan Kumar,5700,23.08,2021,4,1
141753,MH,2021-04-03,Shipped,72 TB HDD,HDD,Western Digital,4,40000,52000,Aarvi Gupta,12000,23.08,2021,4,0
141754,MH,2021-04-03,Order,582 GB M.2,SSD,Samsung,1,6500,8450,Vijay Singh,1950,23.08,2021,4,0
141755,MH,2021-04-03,Processing,RYZEN 3rd gen. 3570,CPU,Intel,2,17000,22100,Aadil Khan,5100,23.08,2021,4,0
141756,MH,2021-04-03,Delivered,2GB Graphic Card,Graphic Card,Nvidia,4,28000,36400,Advika Joshi,8400,23.08,2021,4,1
141757,MH,2021-04-03,Shipped,86 GB DDR4 RAM,Cabinet,Hynix,3,19650,25545,Ajay Sharma,5895,23.08,2021,4,0
141758,MH,2021-04-03,Order,Standard ATX motherboard,Mouse,Gigabyte,1,7650,9945,Roshan Kumar,2295,23.08,2021,4,0
141759,MH,2021-04-04,Processing,Compact with 1 Fan,Cabinet,Asus,4,4600,5980,Aarvi Gupta,1380,23.08,2021,4,0
141760,MH,2021-04-05,Delivered,USB Backlight Keyboard,Keyboard,Dell,1,850,1105,Vijay Singh,255,23.08,2021,4,1
141761,MH,2021-04-06,Shipped,Ergonomic Mouse,Mouse,Samsung,2,1300,1690,Aadil Khan,390,23.08,2021,4,0
141762,MH,2021-04-07,Order,15 LCD Display,Monitor,Dell,4,30000,39000,Advika Joshi,9000,23.08,2021,4,0
141763,MH,2021-04-08,Processing,72 TB HDD,HDD,Seagate,4,40000,52000,Ajay Sharma,12000,23.08,2021,4,0
141764,MH,2021-04-09,Delivered,71 TB SSD,SSD,Samsung,3,31500,40950,Roshan Kumar,9450,23.08,2021,4,1
141765,MH,2021-04-10,Shipped,Intel i5 12th gen.,CPU,Intel,1,8500,11050,Aarvi Gupta,2550,23.08,2021,4,0
141766,MH,2021-04-10,Order,2GB Graphic Card,Graphic Card,Nvidia,2,14000,18200,Vijay Singh,4200,23.08,2021,4,0
141767,MH,2021-04-10,Processing,74 GB DDR4 Ram,Cabinet,Hynix,2,3360,4368,Aadil Khan,1008,23.08,2021,4,0
141768,MH,2021-04-10,Delivered,Micro ATX motherboard,Mouse,MSI,4,26160,34008,Advika Joshi,7848,23.08,2021,4,1
141769,MH,2021-04-10,Shipped,Gaming Box Cabinet,Cabinet,Asus,1,2680,3484,Ajay Sharma,804,23.08,2021,4,0
141770,MH,2021-04-10,Order,17 LCD Display,Monitor,Samsung,4,33000,42900,Roshan Kumar,9900,23.08,2021,4,0
141771,MH,2021-04-10,Processing,78 GB DDR4 RAM,RAM,Samsung,2,5300,6890,Aarvi Gupta,1590,23.08,2021,4,0
141772,MH,2021-04-10,Delivered,26 LCD Display,Monitor,Acer,4,50200,65260,Vijay Singh,15060,23.08,2021,4,1
141773,MH,2021-04-10,Shipped,I7 - intel 12th Generation,CPU,Intel,2,29000,37700,Aadil Khan,8700,23.08,2021,4,0
141774,MH,2021-04-10,Order,USB Keyboard,Keyboard,Dell,2,1600,2080,Advika Joshi,480,23.08,2021,4,0
141775,MH,2021-04-10,Processing,Wireless Mouse,Mouse,Samsung,4,2400,3120,Ajay Sharma,720,23.08,2021,4,0
141776,MH,2021-04-10,Delivered,21 LCD Display,Monitor,Dell,2,21000,27300,Roshan Kumar,6300,23.08,2021,4,1
141777,MH,2021-04-10,Shipped,72 TB HDD,HDD,Western Digital,2,13000,16900,Aarvi Gupta,3900,23.08,2021,4,0
141778,MH,2021-04-10,Order,327 GB SSD,SSD,Samsung,4,18000,23400,Vijay Singh,5400,23.08,2021,4,0
141779,MH,2021-04-10,Processing,Intel i3 11th gen.,CPU,Intel,4,34000,44200,Aadil Khan,10200,23.08,2021,4,0
141780,MH,2021-04-10,Delivered,4GB Graphic card,Graphic Card,Nvidia,2,25000,32500,Advika Joshi,7500,23.08,2021,4,1
141781,MH,2021-04-10,Shipped,79 GB DDR4 RAM,NIC,Hynix,3,10500,13650,Ajay Sharma,3150,23.08,2021,4,0
141782,MH,2021-04-10,Order,BTX motherboard,Printer,Gigabyte,2,9000,11700,Roshan Kumar,2700,23.08,2021,4,0
141783,MH,2021-04-10,Processing,74 Fans Cabinet,Cabinet,Asus,1,2100,2730,Aarvi Gupta,630,23.08,2021,4,0
141784,MH,2021-04-10,Delivered,Wireless Keyboard,Keyboard,Dell,4,4600,5980,Vijay Singh,1380,23.08,2021,4,1
141785,MH,2021-04-10,Shipped,USB Mouse,Mouse,Samsung,1,350,455,Aadil Khan,105,23.08,2021,4,0
141786,MH,2021-04-10,Order,19 LED Display,Monitor,Dell,1,9500,12350,Advika Joshi,2850,23.08,2021,4,0
141787,MH,2021-04-10,Processing,73 TB HDD,HDD,Western Digital,1,10000,13000,Ajay Sharma,3000,23.08,2021,4,0
141788,MH,2021-04-10,Delivered,583 GB M.2,SSD,Samsung,1,6500,8450,Roshan Kumar,1950,23.08,2021,4,1
141789,MH,2021-04-10,Shipped,RYZEN 3rd gen. 3571,CPU,Intel,1,8500,11050,Aarvi Gupta,2550,23.08,2021,4,0
141790,MH,2021-04-10,Order,2GB Graphic Card,Graphic Card,Nvidia,4,28000,36400,Vijay Singh,8400,23.08,2021,4,0
141791,MH,2021-04-10,Processing,87 GB DDR4 RAM,NIC,Hynix,2,13100,17030,Aadil Khan,3930,23.08,2021,4,0
141792,MH,2021-04-10,Delivered,Standard ATX motherboard,Printer,Gigabyte,1,7650,9945,Advika Joshi,2295,23.08,2021,4,1
141793,MH,2021-04-11,Shipped,Compact with 1 Fan,Cabinet,Asus,1,1150,1495,Ajay Sharma,345,23.08,2021,4,0
141794,MH,2021-04-12,Order,USB Backlight Keyboard,Keyboard,Dell,3,2550,3315,Roshan Kumar,765,23.08,2021,4,0
141795,MH,2021-04-13,Processing,Ergonomic Mouse,Mouse,Samsung,3,1950,2535,Aarvi Gupta,585,23.08,2021,4,0
141796,MH,2021-04-14,Delivered,15 LCD Display,Monitor,Dell,1,7500,9750,Vijay Singh,2250,23.08,2021,4,1
141797,MH,2021-04-15,Shipped,73 TB HDD,HDD,Seagate,1,10000,13000,Aadil Khan,3000,23.08,2021,4,0
141798,MH,2021-04-16,Order,72 TB SSD,SSD,Samsung,4,42000,54600,Advika Joshi,12600,23.08,2021,4,0
141799,MH,2021-04-16,Processing,Intel i5 12th gen.,CPU,Intel,2,17000,22100,Ajay Sharma,5100,23.08,2021,4,0
141800,MH,2021-04-16,Delivered,2GB Graphic Card,Graphic Card,Nvidia,1,7000,9100,Roshan Kumar,2100,23.08,2021,4,1
141801,MH,2021-04-16,Shipped,75 GB DDR4 Ram,NIC,Hynix,4,6720,8736,Aarvi Gupta,2016,23.08,2021,4,0
141802,MH,2021-04-16,Order,Micro ATX motherboard,Printer,MSI,2,13080,17004,Vijay Singh,3924,23.08,2021,4,0
141803,MH,2021-04-16,Processing,Gaming Box Cabinet,Cabinet,Asus,2,5360,6968,Aadil Khan,1608,23.08,2021,4,0
141804,MH,2021-04-16,Delivered,17 LCD Display,Monitor,Samsung,2,16500,21450,Advika Joshi,4950,23.08,2021,4,1
141805,MH,2021-04-16,Shipped,79 GB DDR4 RAM,RAM,Samsung,4,10600,13780,Ajay Sharma,3180,23.08,2021,4,0
141806,MH,2021-04-16,Order,26 LCD Display,Monitor,Acer,1,12550,16315,Roshan Kumar,3765,23.08,2021,4,0
141807,MH,2021-04-16,Processing,I7 - intel 12th Generation,CPU,Intel,4,58000,75400,Aarvi Gupta,17400,23.08,2021,4,0
141808,MH,2021-04-16,Delivered,USB Keyboard,Keyboard,Dell,1,800,1040,Vijay Singh,240,23.08,2021,4,1
141809,MH,2021-04-16,Shipped,Wireless Mouse,Mouse,Samsung,2,1200,1560,Aadil Khan,360,23.08,2021,4,0
141810,MH,2021-04-16,Order,21 LCD Display,Monitor,Dell,4,42000,54600,Advika Joshi,12600,23.08,2021,4,0
141811,MH,2021-04-16,Processing,73 TB HDD,HDD,Western Digital,4,26000,33800,Ajay Sharma,7800,23.08,2021,4,0
141812,MH,2021-04-16,Delivered,328 GB SSD,SSD,Samsung,3,13500,17550,Roshan Kumar,4050,23.08,2021,4,1
141813,MH,2021-04-16,Shipped,Intel i3 11th gen.,CPU,Intel,1,8500,11050,Aarvi Gupta,2550,23.08,2021,4,0
141814,MH,2021-04-16,Order,4GB Graphic card,Graphic Card,Nvidia,2,25000,32500,Vijay Singh,7500,23.08,2021,4,0
141815,AR,2021-04-16,Processing,80 GB DDR4 RAM,RAM,Hynix,1,3500,4550,Aadil Khan,1050,23.08,2021,4,0
141816,AS,2021-04-16,Delivered,BTX motherboard,MotherBoard,Gigabyte,1,4500,5850,Advika Joshi,1350,23.08,2021,4,1
141817,BR,2021-04-16,Shipped,75 Fans Cabinet,Cabinet,Asus,2,4200,5460,Ajay Sharma,1260,23.08,2021,4,0
141818,CG,2021-04-16,Order,Wireless Keyboard,Keyboard,Dell,4,4600,5980,Roshan Kumar,1380,23.08,2021,4,0
141819,GA,2021-04-16,Processing,USB Mouse,Mouse,Samsung,3,1050,1365,Aarvi Gupta,315,23.08,2021,4,0
141820,GJ,2021-04-16,Delivered,19 LED Display,Monitor,Dell,2,19000,24700,Vijay Singh,5700,23.08,2021,4,1
141821,HR,2021-04-16,Shipped,74 TB HDD,HDD,Western Digital,4,40000,52000,Aadil Khan,12000,23.08,2021,4,0
141822,HP,2021-04-16,Order,584 GB M.2,SSD,Samsung,3,19500,25350,Advika Joshi,5850,23.08,2021,4,0
141823,JK,2021-04-16,Processing,RYZEN 3rd gen. 3572,CPU,Intel,2,17000,22100,Ajay Sharma,5100,23.08,2021,4,0
141824,JH,2021-04-16,Delivered,2GB Graphic Card,Graphic Card,Nvidia,3,21000,27300,Roshan Kumar,6300,23.08,2021,4,1
141825,KA,2021-04-16,Shipped,88 GB DDR4 RAM,RAM,Hynix,4,26200,34060,Aarvi Gupta,7860,23.08,2021,4,0
141826,KL,2021-04-16,Order,Standard ATX motherboard,MotherBoard,Gigabyte,2,15300,19890,Vijay Singh,4590,23.08,2021,4,0
141827,MP,2021-04-16,Processing,Compact with 1 Fan,Cabinet,Asus,3,3450,4485,Aadil Khan,1035,23.08,2021,4,0
141828,MH,2021-04-16,Delivered,USB Backlight Keyboard,Keyboard,Dell,3,2550,3315,Advika Joshi,765,23.08,2021,4,1
141829,MN,2021-04-16,Shipped,Ergonomic Mouse,Mouse,Samsung,4,2600,3380,Ajay Sharma,780,23.08,2021,4,0
141830,ML,2021-04-16,Order,15 LCD Display,Monitor,Dell,2,15000,19500,Roshan Kumar,4500,23.08,2021,4,0
141831,MZ,2021-04-16,Processing,74 TB HDD,HDD,Seagate,4,40000,52000,Aarvi Gupta,12000,23.08,2021,4,0
141832,NL,2021-04-16,Delivered,73 TB SSD,SSD,Samsung,2,21000,27300,Vijay Singh,6300,23.08,2021,4,1
141833,OR,2021-04-16,Shipped,Intel i5 12th gen.,CPU,Intel,3,25500,33150,Aadil Khan,7650,23.08,2021,4,0
141834,PB,2021-04-16,Order,2GB Graphic Card,Graphic Card,Nvidia,2,14000,18200,Advika Joshi,4200,23.08,2021,4,0
141835,RJ,2021-04-16,Processing,76 GB DDR4 Ram,RAM,Hynix,2,3360,4368,Ajay Sharma,1008,23.08,2021,4,0
141836,SK,2021-04-16,Delivered,Micro ATX motherboard,MotherBoard,MSI,3,19620,25506,Roshan Kumar,5886,23.08,2021,4,1
141837,TN,2021-04-16,Shipped,Gaming Box Cabinet,Cabinet,Asus,2,5360,6968,Aarvi Gupta,1608,23.08,2021,4,0
141838,TR,2021-04-16,Order,17 LCD Display,Monitor,Samsung,2,16500,21450,Vijay Singh,4950,23.08,2021,4,0
141839,UK,2021-04-16,Processing,80 GB DDR4 RAM,RAM,Samsung,4,10600,13780,Aadil Khan,3180,23.08,2021,4,0
141840,UP,2021-04-16,Delivered,26 LCD Display,Monitor,Acer,4,50200,65260,Advika Joshi,15060,23.08,2021,4,1
141841,UP,2021-04-16,Shipped,I7 - intel 12th Generation,CPU,Intel,3,43500,56550,Ajay Sharma,13050,23.08,2021,4,0
141842,UP,2021-04-16,Order,USB Keyboard,Keyboard,Dell,3,2400,3120,Roshan Kumar,720,23.08,2021,4,0
141843,UP,2021-04-16,Processing,Wireless Mouse,Mouse,Samsung,1,600,780,Aarvi Gupta,180,23.08,2021,4,0
